,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
TCGA-AN-A041,0.0,1.0127407,5.862012,0.0,1.3922808,0.0,0.0,0.0,0.8832413,0.51968956,0.0,0.0,0.0,3.6617675,0.0,0.0,0.0,0.0,6.7264423,0.0,0.0,0.0,2.8242562,0.0,0.0,3.7941856,0.0,2.6391222,1.0764762,0.9059602,0.0,0.0,3.9180667,0.0,1.4125669,3.6410189,1.1944282,0.0,0.0,0.0,0.0,0.0,1.3767345,0.96706164,0.2927517,0.8418742,0.0,0.0,0.108615234,0.0,0.0,1.2418683,0.0,2.1136749,0.69452745,0.073759794,1.5486116,2.0516121,0.0,3.243001,1.0120767,3.3015294,3.4138923,1.8740768
TCGA-AN-A046,0.0,3.1165931,0.08626683,0.48909461,3.7811685,1.321426,0.0,0.0,1.4246924,0.9536026,0.29493162,0.6321803,1.0378325,1.8426765,0.0,0.0,0.0,0.7870361,0.9601531,0.32302296,0.0,1.83825,0.8805537,1.5031039,0.0,0.04790711,0.0,2.7589166,1.8897898,0.56957984,0.19897445,0.0,4.4085083,1.20353,0.0,2.433084,2.3915606,3.0499668,0.0,0.0,0.0,0.0,2.1369476,3.9945176,1.167522,0.0,0.0,0.0,1.123771,0.0,0.6327058,0.0,0.0,0.0,0.0,0.4969757,0.0,0.92184615,0.0,1.5805795,1.0872508,2.0138164,0.61738074,1.0814317
TCGA-AN-A049,0.0,2.5348778,1.5874493,1.1090059,1.8677986,0.58765924,0.0,0.0,0.0,2.2247262,0.857886,1.3180217,0.070146546,1.2061781,0.0,1.0459243,0.110437945,0.25955722,2.6554165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1121384,1.9108467,0.007937819,0.6255739,0.80994296,3.056942,1.41642,0.58835536,5.023306,1.5334345,1.5787208,0.0,1.3642352,0.0,0.0,1.6278231,2.803775,0.73292214,0.69795907,0.0,0.0,0.8161367,0.0,0.0,1.1935117,0.0,0.0,1.998427,0.61025023,0.21244761,0.0,0.0,1.097079,0.0,3.6147618,0.0,1.0839728
TCGA-AN-A04A,0.0,1.5239797,0.0,1.1785406,1.8352824,1.5433693,0.0,0.28765503,2.445333,1.6477096,0.7522186,1.6497368,0.4997221,2.9113288,0.0,0.42930725,0.039009765,0.06605053,3.8215525,0.0,0.0,0.7133653,0.0,0.0,1.0304102,0.37436685,0.0,3.340193,1.8943183,0.11925148,0.0,1.3203732,4.432254,0.0,0.98979855,1.5797669,2.1171706,2.2421992,0.0,0.0,0.235028,0.0,0.36128017,2.8341422,0.0,0.0,0.14310347,0.0,0.0,0.0,0.14763448,0.0,0.41193256,0.0,0.70519716,1.012471,0.52821374,2.0323544,0.0,1.2073672,0.0,2.4544568,2.1059306,2.5938323
TCGA-AN-A04C,0.0,0.0,3.5039353,0.0,5.213231,0.0,0.0,0.4051886,1.2487189,0.0,1.1775988,0.0,2.063557,2.7283738,0.1140662,0.71994793,0.99054074,0.0,4.9375196,0.0,2.3133056,0.0,0.0,0.0,0.0,0.0,0.0,6.878936,0.0,0.0,0.0,0.0,0.0,1.5871983,2.463278,1.0754535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19573,0.0,0.24214125,1.6201117,4.3715334,0.0,2.9286554,0.0,3.5812879,2.4593005,1.428269,1.3042812,0.0,2.3336444,0.123275235,2.0259087,0.0,0.0,0.62584496,0.0
TCGA-AN-A04D,1.595612,0.0,0.0,0.0,0.0,3.6681693,1.1951008,0.0,0.567893,0.0,4.5483227,0.0,0.14069979,1.3944149,0.0,2.3025386,0.0,0.40814257,0.0,4.447612,3.731712,0.0,0.0,1.9073129,0.0,0.0,4.542431,1.1114179,0.896042,1.6304889,2.6337817,0.0,0.0,4.4581437,1.841476,0.0,0.0,0.16808772,0.0,0.0,2.6497517,1.5221636,0.0,0.0,0.0,1.2419119,2.3860993,0.0,0.0,2.660835,0.8238071,1.2818838,0.8477031,0.29748124,0.40454474,0.07060477,0.0,0.0,4.0466423,0.0,2.7600543,0.0,0.0,1.742961
TCGA-AN-A0AJ,0.15886286,0.0,2.540146,0.71220464,1.7862381,0.5999563,1.5180552,0.0,0.0,0.2688754,2.351286,0.12198839,0.0,3.0737228,0.0,4.0908413,0.0,0.0,0.0,0.0,3.8876565,0.3526701,0.0,0.0,5.1905904,0.0,0.0,0.21560624,2.4330068,1.8657658,0.073351756,0.0,0.0,3.3202333,0.0,0.0,1.4381745,0.0,0.0,0.3427332,0.0,0.0,1.0903068,1.6053318,0.0,0.0,0.0,2.7041328,3.6045907,1.4364306,1.0285834,3.280057,0.0,0.7655568,1.3364955,0.0,0.0,0.0,1.9290383,2.8974543,0.0,0.0,0.0,0.0
TCGA-AN-A0AK,0.0,0.0,3.7839308,1.4299017,0.0,0.09939717,3.6978953,0.0,0.0,0.0,3.119062,0.0,1.2292671,0.0,0.0,1.6639552,0.0,0.0,0.8356981,0.0,3.4462955,0.0,0.0,0.0,3.035256,1.4579809,0.0,3.5835228,0.0,0.41065368,2.1489828,0.0,1.9143996,2.4510326,1.8246646,2.0508022,3.230843,0.0,0.24926311,0.0,0.95389724,0.0,1.1004944,0.15587038,0.0,0.0,0.0,2.048019,0.5142413,1.077759,2.797287,4.1139755,0.12836815,0.0,3.6726847,2.22704,0.0,0.0,0.05951596,2.1580558,0.0,2.219698,0.0,0.64150345
TCGA-AN-A0AL,0.0,0.0,0.0,0.0,1.5486859,0.57315385,0.0,0.32004514,3.1386573,0.0,0.968189,0.0,1.0133994,1.1221446,3.8576825,0.8083233,3.4356465,0.6156134,0.386791,2.0063148,0.0,1.2029719,0.0,0.0,0.0,0.0,4.560431,3.8564599,2.0099468,1.5878766,0.0,0.44101894,0.0,1.5251536,2.583023,0.0,0.0,0.26903775,0.0,0.19908503,0.20348749,0.0,0.0,0.0,0.0,0.0,1.0298125,0.6617675,0.0,2.513416,2.7954614,0.0,3.3499067,0.0,2.411598,1.3015475,0.0,0.0,1.2920378,0.0,0.69664323,0.0,0.7376835,0.0
TCGA-AN-A0AM,0.0,0.0,0.43652505,0.59459734,0.0,1.1980358,1.783779,0.0,1.1698521,0.0,0.0,0.0,1.9619207,0.3407113,2.0510569,0.59609365,0.5321479,0.9372946,0.0,0.0,0.3494227,0.32995012,0.0,0.0,1.6855669,0.0,0.0,4.863136,2.045929,0.0,0.0,0.0,3.2605858,4.0926805,0.9437002,1.3434588,0.0,0.14968249,0.0,0.0,0.0,0.0,0.0,0.0,0.8048056,0.0,0.73050565,0.0,2.1146073,0.0,4.1599526,2.6913605,2.3946087,0.0,2.843388,1.4723554,0.0,0.13430536,0.6491753,1.1125939,1.3635676,1.0962884,0.6642367,1.5988667
TCGA-AN-A0AR,0.0,0.0,0.0,0.0,1.2900916,6.436098,0.0,0.0,1.0563792,0.0,2.6991136,0.0,1.2618601,2.0890167,1.1504191,1.3340836,0.9090493,1.5443614,0.0,5.528491,4.773533,0.0,0.0,2.5727594,0.0,0.0,3.171578,2.1339474,0.16997243,2.6408617,0.90635955,0.0,0.0,4.549827,2.1259682,0.0,0.0,0.019613579,0.0,0.0,1.1735523,0.64119005,0.0,0.0,0.8389639,0.6208071,1.7071868,1.7376916,0.0,1.6771125,0.0,0.0,1.6343762,0.0,0.20791012,0.0,0.0,0.0,1.4096705,0.0,2.5488496,0.0,0.0,0.0
TCGA-AN-A0AS,0.2583593,0.7580757,0.0,0.0,2.6405106,0.24124208,0.12853453,0.0,0.6896322,0.0,0.0,2.6087782,0.0,2.9172783,1.1935941,0.0,0.19648921,0.8317947,0.0,0.0,0.0,0.0,1.6830063,3.079559,0.20592916,0.8711861,0.0,2.7044222,3.3989863,1.0153015,0.0,0.0,3.4876137,1.0481927,0.0,0.0,0.3164457,1.7830429,0.0,0.916536,0.0,0.0,3.0795727,0.93225986,2.9931767,0.0,1.8830398,0.0,0.6791309,0.0,2.3677266,0.0,0.612037,0.7057451,0.6618579,0.38976246,1.950601,2.3810906,2.3894982,2.7320862,0.68386424,0.7003348,2.2765486,0.8548331
TCGA-AN-A0AT,0.7150495,0.0,0.0,0.0,1.1656278,2.9419131,1.7867497,0.0,0.29574272,0.0,2.0755517,0.0,0.9968747,1.8465719,1.3144854,2.6849773,1.0511528,1.4449806,0.0,3.9620755,2.149705,0.1415771,0.0,0.0,0.0,0.2282542,3.0355651,1.8838868,2.7284715,0.9203767,0.106341615,1.5495639,0.0,5.019847,1.1174086,0.0,0.0,0.0,0.0,1.6264503,1.2825469,1.0177904,0.0,0.0,0.0,0.0,0.40374005,2.2588387,0.0,2.6218383,0.0,1.5299057,2.856714,0.5799236,2.8547492,1.8452046,0.0,0.0,1.5562172,0.0,1.1887846,0.0,0.0,1.5489696
TCGA-AN-A0FD,0.46752173,2.29178,1.1378049,2.1897907,1.3639221,0.6737286,0.5946976,0.0,1.1214638,0.31814146,0.0,1.2513278,1.3081274,3.2636294,0.0,0.33199617,0.0,0.0,0.0,0.0,0.17089006,2.6239135,0.0,1.2209005,4.397949,0.9039584,0.0,1.1609962,2.5249064,0.8117647,0.0,1.1562984,4.0177217,1.2557194,0.22641519,3.0786033,2.1366944,0.24531363,0.0,0.0,0.0,0.0,0.8175861,1.0767126,0.0,0.0,1.260688,0.707808,0.9465575,0.0,0.092875935,0.0,0.0,0.093412414,0.0,0.0,1.247673,0.25280404,0.0,2.5478878,0.0,2.2189403,2.616042,0.2551917
TCGA-AN-A0FF,0.0,3.4634109,1.3549232,0.22027798,0.050422832,0.0,1.4168016,0.0,0.0,1.8749728,0.032753617,1.2451785,0.0,0.0,0.0,0.9009275,0.0,0.0,0.08071477,0.35196605,0.0,0.25475624,1.5600523,0.112372756,2.4973722,2.232632,0.19734187,0.0,2.1635277,1.5304351,0.0,1.1043073,3.1056056,1.0704297,2.7546844,3.5320995,3.1758914,1.1569116,2.2269402,0.0773954,0.0,0.0,0.412219,0.18407169,0.06288181,2.8733578,0.08708732,0.014512867,1.4162356,0.883399,0.0,3.0817835,0.0,0.79607284,0.0,0.0,2.3122005,1.4243612,1.2387377,2.1900632,0.0,1.795487,0.0,1.9539187
TCGA-AN-A0FJ,0.0,0.0,0.0,0.0,0.0,3.9916887,0.0,0.0,0.33435142,0.0,0.0,0.0,0.0,0.23913445,1.9639275,1.8686311,0.5510615,1.0482551,0.14273705,6.062722,1.7805941,0.0,0.0,2.4082174,0.0,0.0,5.60369,1.1210436,2.37619,1.4448574,0.0,2.4458466,0.0,4.5949683,1.1573274,0.0,0.0,1.5751671,0.0,2.2868931,1.8765018,2.2096174,0.0,0.0,0.68090093,0.8336657,0.0,0.0,0.0,6.6360483,0.0,0.0,5.614859,0.0,3.5136967,0.0,0.0,0.0,0.0,0.0,2.138344,0.0,0.0,0.65816826
TCGA-AN-A0FK,0.0,2.8677683,0.71035767,1.2945462,0.79419446,0.0,3.1014974,0.0,0.0,1.5016109,0.0,0.77147096,0.0,0.121114574,0.2089713,0.63324285,0.0,0.0,0.0,1.511179,0.0,0.0,0.0,2.3003416,2.575488,0.6230647,0.0,0.0,2.1703978,1.0816025,0.0,0.5409658,4.447535,0.35224617,0.2911321,2.6338425,1.9649897,0.82565206,3.4152913,0.0,0.5895714,0.0,1.7469134,1.6226176,0.08161442,0.045779273,0.34844437,0.07799254,2.4795702,0.15751065,0.8186618,2.2865708,0.0,0.22343518,0.0,0.0,0.0,0.9344597,1.1171687,1.2143106,0.0,0.5855716,0.0,0.85618734
TCGA-AN-A0FL,0.0,0.0,0.0,0.0,1.9929864,0.049072415,0.0,1.8258905,1.5931101,0.0,0.0,0.0,0.0,0.029590487,2.304444,0.43029174,0.93440807,1.1179128,0.0,2.4628806,0.0,0.0,0.0,2.0222688,1.2268451,1.9394519,3.3345795,3.414407,1.695012,1.4806753,0.7476139,0.0,0.0,0.5927551,0.0,0.0,0.0,0.64541584,0.0,0.0,0.0,0.0,0.0,0.0,2.3966043,0.0,3.5081916,1.9788098,0.0,1.4071642,2.878628,0.0,1.5948405,0.0,0.0,2.0401845,0.0,0.0,3.52365,0.0,1.7904184,0.0,1.5454873,0.0
TCGA-AN-A0FN,0.0,0.0,0.8648139,1.1498485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.011457,0.0,2.2604067,0.0,0.0,2.6079285,0.34542102,0.0,0.0,0.0,4.673093,0.11223393,3.538215,1.2265546,1.5500355,0.0,0.5919062,0.50340974,0.72998124,0.0,2.3154705,2.077896,0.0,0.674687,0.9615338,0.6131331,3.47475,0.0,1.8579392,0.0,0.0,0.8230211,1.1098859,0.0,0.45745605,0.0,0.39235735,0.0,0.0,0.0,0.0,0.18695866,0.0,0.0,0.0,3.043184,1.603959,1.3601625,1.2512753,0.0,0.6393438,4.8977985,0.0
TCGA-AN-A0FS,0.3099094,2.0746403,2.9122527,2.4697661,1.2739382,0.0,1.0587497,1.2770662,0.0,1.9925977,0.0,1.2705038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13587847,0.0,3.9413824,0.0,2.574107,1.4859395,0.95489234,0.0,0.0,0.0,0.89732695,0.0,3.5642715,2.9081202,0.0,1.3516428,1.4181933,2.4413128,2.002206,3.1076324,0.0,0.0,1.4043504,3.0505428,0.5752183,0.030663326,1.5699626,0.0,0.94978684,0.30656135,0.0,0.16395976,0.0,0.0,2.0655997,0.0,0.0,2.9996638,0.9313581,1.4192996,1.2969844,0.0,0.4061552,2.1180904,0.24133244
TCGA-AN-A0FT,0.0,1.2872474,0.0,0.0,0.7510662,0.0,0.0,0.0,0.40981656,0.0,0.0,1.4877486,0.092857435,2.6221247,0.526627,0.0,0.40695578,0.0,0.0,0.0,0.0,0.0,0.8938546,0.7856891,1.3353479,0.0,0.041584983,1.391774,0.89858437,0.0,0.0,0.08934684,4.298826,0.0,0.99845445,2.0846903,0.0,0.0,0.0,0.0,0.22860444,0.0,2.6365,1.401843,0.96011895,0.0,2.6365254,3.3971834,4.523265,0.0,0.0,0.0,0.0,0.29713953,0.0,0.0,1.7135304,4.949833,0.76648444,1.7547925,0.7608958,1.33919,0.26105332,0.0
TCGA-AN-A0FV,0.0,0.0,0.0,1.6623526,0.0,0.12233217,2.1137652,0.0,0.0,0.0,0.83147883,0.0,3.4832392,1.865802,3.1277273,0.0,0.0,0.0,0.020939201,0.0,7.101129,0.0,0.0,0.0,0.0,0.0,0.0,0.27996224,0.0,0.0,0.0,0.0,3.3532906,0.0,0.0,0.73110247,0.0,0.0,0.0,0.0,0.0,0.182749,3.2002823,0.9630271,0.0,0.0,2.7170155,0.0,1.2119071,0.0,1.5925639,0.0,2.9501538,0.32864267,1.6239707,0.8375117,4.08847,3.1397855,0.0,1.5356953,0.5801545,0.0,2.7121782,0.5202732
TCGA-AN-A0FW,0.0,3.7528481,2.359461,0.37816492,0.6849239,0.0,0.0,0.0,0.6030455,1.3095179,1.2477814,0.16942775,2.269571,1.1544422,0.0,0.9999187,0.0,0.0,1.875861,0.0,0.1791541,0.571818,1.0150605,0.0,2.1682386,0.0,0.0,0.36092186,0.11276178,0.0,0.0,0.101657964,5.2027435,1.5750229,0.15152438,2.556934,2.1522627,0.07090026,1.1229678,0.0,0.0,0.0,1.0965009,0.0,0.0,0.7298552,0.0,0.0,0.0,0.0,0.5475321,2.642715,0.0,1.4011822,0.0,0.0,0.0,0.27360523,2.9015422,1.8195488,1.6104559,1.6084081,1.4852996,0.27448297
TCGA-AN-A0FX,0.6664606,0.0,0.0,0.0,0.0,1.4524703,2.154345,0.85086066,3.419016,0.0,0.3801102,0.0,0.0,1.1638368,1.7995741,2.8818643,1.7183063,1.620212,0.0,3.284492,0.0,0.0,0.0,0.7782714,1.5513904,4.1635404,5.7921033,1.6176975,2.376481,2.5531182,0.13021581,2.066708,0.0,1.4249582,0.20366594,0.0,0.0,0.0,0.0,1.0619152,1.7814906,2.4739947,0.0,0.0,0.0,1.1177185,1.789037,0.88741034,0.0,2.364291,0.0,0.0,0.93889016,0.4025553,0.6025387,0.07510993,0.0,0.0,2.850222,0.0,0.9643128,0.0,1.1910828,0.16681737
TCGA-AN-A0FY,0.67080826,0.6509483,0.8578082,0.63524145,1.164468,3.9834437,1.0174218,0.0,0.0,0.0,1.473659,1.6887451,1.2197574,3.9507694,0.0,1.58078,0.0,0.18196365,0.0,0.41415855,1.035493,0.6457766,0.1418632,0.0,0.8723743,0.0,0.0,1.2978451,2.0565355,2.0063524,0.13290663,2.2127964,0.29312056,2.6423438,0.0,0.0,1.857105,0.0,0.0,0.89765966,0.0,0.0,0.4994368,1.2787406,0.0,1.734071,0.0,0.64854956,1.0185323,1.4170038,0.0,2.1766052,0.0,0.87758803,1.7419084,0.44004247,1.4140482,0.0,0.33023995,2.9591851,0.0,2.0354488,0.20865713,1.137904
TCGA-AN-A0FZ,0.0,0.39814088,3.1737382,2.8551214,0.8965831,1.0385556,1.7663858,0.21835087,1.9377021,0.0,0.0,1.8247825,0.426198,1.9069425,0.1066874,1.1212806,0.0,0.27056605,1.6226943,0.0,0.0,0.0,2.3036368,0.0,1.8575271,0.76356363,0.0,2.8606956,0.0,2.2330983,0.0,0.0,2.1151316,0.0,0.18256222,4.628345,1.2614865,0.0,0.0,0.0,0.0,0.0,4.6028924,0.6886418,0.0,0.89859563,0.0,0.0,1.2313262,0.0,0.6072473,2.7249405,0.25133422,0.0,2.135727,0.0,1.7230293,0.92087024,0.0,4.163917,0.0,3.9672167,1.0154645,1.5709753
TCGA-AN-A0G0,0.8159452,0.0,0.0,0.0,0.0,0.644252,1.9628147,0.0,3.1204593,0.0,4.1803308,0.0,2.4911394,1.4847211,4.7807236,0.88696843,0.0,3.3334887,0.0,2.4030073,0.087724306,0.0,1.3616048,0.0,0.12416391,0.0,3.2985723,3.5198455,0.5148758,0.0,0.0,0.11082112,0.0,0.017824978,0.44625792,0.0,0.0,0.0,0.0,0.0,1.0861627,0.6052983,0.0,0.0,0.0,0.0,2.3630764,0.0,0.0,5.0735884,2.2096493,2.4838405,2.6665456,0.0,1.6994668,0.0,0.0,0.0,4.8802233,0.0,1.2534865,0.0,0.0,0.0
TCGA-AN-A0XN,0.1408602,0.35117978,0.8751855,0.87087256,1.4603053,0.8872222,0.7038653,0.25203043,1.7370882,0.3099965,0.0,1.643007,0.0,4.195236,1.4974703,0.520862,0.93382865,1.4786719,0.0,0.0,0.0,2.045521,1.0330075,1.4209547,1.2927438,0.5621474,0.08663672,2.066897,3.3302846,1.6279013,0.0,2.8464267,3.4368162,0.0,0.33212268,0.0,0.39932457,1.5248885,0.0,1.214046,0.0,0.0,0.7181433,1.4770148,0.6818353,0.0,1.0266693,0.0,0.9027841,0.0,0.9204997,0.0,0.0,0.0,0.07075356,0.0,1.5201718,1.3656958,1.5615381,1.6528668,0.0,1.4054298,3.1079655,0.0
TCGA-AN-A0XO,0.8308511,3.0069544,1.5915256,1.9486576,0.7031944,0.0,1.7162639,0.9110846,1.7247828,1.6337852,0.57996505,1.5352185,1.178787,1.6210427,0.7747644,1.2982936,0.0,0.051218778,0.0,0.0,0.0,1.205433,1.4969633,0.33993173,3.8593087,0.0,0.0,1.1271857,1.4204545,2.0200493,0.0,1.5714877,3.569758,0.0,0.0,1.6972628,2.0819612,0.6825624,0.0,0.49092698,0.0,0.0,2.4037902,1.1511204,0.0,0.0,0.85237914,0.0,1.6396573,0.0,2.0187683,0.0,0.0,0.0,0.0,0.0,0.6434697,0.05036577,0.052146494,1.2136905,0.0,2.2594795,1.8714523,0.0
TCGA-AN-A0XP,1.0726446,4.7558584,2.3309007,0.0,0.0,0.0,2.6349852,0.0,0.0,2.2992203,0.0,1.6969197,0.77655077,0.0,0.20549275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4694641,1.861911,1.5600078,0.9087922,0.0,0.0,0.37805355,0.15329367,0.0,0.0,4.249704,0.0,0.0,3.977752,0.8742851,0.69847107,2.6224763,0.96522045,0.0,0.0,2.602742,1.7075869,0.61467475,1.0341247,0.45888504,0.0,0.84417796,0.0,0.47556278,0.0,0.0,0.0,0.0,0.0,1.5161929,0.5867429,1.3259168,1.8763189,0.56650084,1.6355029,0.56402546,0.097603954
TCGA-AN-A0XR,2.0402117,3.0330634,0.0,1.7761368,0.0,0.037790477,1.1527845,0.0,0.0,0.10460594,1.5560522,0.043082833,2.806925,0.0,0.554884,0.0,0.0,0.0,0.0,0.0,1.1859689,0.0,0.3684297,2.098139,2.9736295,0.0,0.0,0.0,0.20260349,1.1084924,0.0,0.0,0.3653153,0.96461254,0.57492346,4.541162,3.2953858,0.3144891,3.208522,0.0,0.0,0.08060315,1.2458358,2.851545,0.0,0.0,0.67649275,0.0,2.2248905,0.13869298,0.0,3.7312837,0.0,0.0,0.0,0.0,2.9439163,0.80414915,0.0,2.5875916,0.0,0.0,0.0,0.8663994
TCGA-AN-A0XS,2.2630157,2.0203414,0.0,1.7955703,0.0,0.82624686,0.15239285,0.50451887,0.0,1.3294622,0.0,2.5511453,0.0,1.5865421,0.0,0.0,0.52398556,0.0,0.0,0.0,0.0,0.0,0.20383981,1.5791792,0.15890983,0.0,0.0,0.0,0.0,1.327732,0.0,1.6345614,0.49668887,0.17562877,0.0,4.076296,1.585829,0.0,0.0,0.21258278,0.0,1.0781109,3.408337,4.069919,0.49799144,0.3089708,0.0,0.55793613,1.2806003,0.0,0.0,1.1946579,0.0,0.7884985,0.6042341,0.19604309,3.4271414,0.8213679,0.0,1.4927826,0.0,4.5940537,2.4705215,0.7120874
TCGA-AN-A0XT,3.341815,2.8980763,3.3823137,0.0,0.0,0.0,0.0,0.0,0.0,2.1351495,0.0,4.9798317,0.0,0.0,0.0,0.0,0.0,0.0,1.5831515,0.0,0.0,1.2276038,0.0,2.2968688,0.0,1.1928244,0.0,0.0,0.0,0.0,0.0,0.0,0.75345117,0.0,0.0,4.7419496,1.7502352,0.0,3.884675,1.0481527,0.0,1.5732577,1.1640756,0.0990798,2.4484065,3.3893743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0319598,0.0,0.0,2.9383547,0.0,1.7692771,3.5813987,0.0,2.8745294,0.7807891,0.0
TCGA-AN-A0XU,0.56787217,0.0,0.0,0.0,0.19448861,2.0362308,1.2225411,0.0,3.7914479,0.0,2.7007372,0.0,0.33330244,0.2619,2.9657097,2.615775,1.8616334,1.6526575,0.32519412,3.9009867,0.40367588,0.0,0.30736312,0.0,0.0,0.19472969,4.763289,2.0593152,2.661,1.4486006,0.047358695,1.1940036,0.0,3.6908972,2.1012917,0.0,0.0,0.0,0.0,1.7888497,2.312351,1.370561,0.0,0.0,0.0,0.7705824,0.22365902,0.0,0.0,6.004683,1.8015387,0.5833893,3.2860515,0.0,2.5651507,0.5851244,0.0,0.0,1.6144975,0.0,1.4934497,0.0,0.0,0.088170536
TCGA-AN-A0XV,0.64280486,0.0,1.8808699,3.2046359,0.6493314,0.48508638,0.0,1.3750981,0.0,2.5037796,0.0,2.5091178,0.05899343,0.0,0.35018265,0.44958636,0.0,1.0924044,0.23864922,0.59479386,0.0,4.3447747,0.0,2.3421142,0.07736481,0.58832204,0.0,0.0,0.0,0.0,0.7682589,0.74363047,0.9615844,0.0,0.0,2.4800103,1.8500557,1.7056371,1.9485575,1.9155762,0.0,1.5793544,3.6333692,2.6401772,0.27571857,1.2386975,0.0,1.8108344,0.8011908,0.0,0.7441287,0.0,0.0,0.47390696,0.0,0.0,2.0628974,0.64708877,0.0,0.54620093,0.0,4.0589614,0.9164754,0.0
TCGA-AN-A0XW,0.0274572,0.9787009,0.6325053,1.2014574,0.94830287,0.6087787,0.0,0.0,0.62631977,0.48026782,0.0,2.1665285,1.131394,3.3247113,0.59379053,1.3978689,0.0,1.6475298,0.0,0.20544457,1.7686429,2.1014793,0.9906124,2.552598,0.63099134,0.0,0.0,0.6600285,2.9147696,0.91098523,0.0,1.2359229,3.9377456,0.21516512,0.90148246,0.0,2.4691765,2.206644,0.020084549,0.96197915,0.0,0.0,1.689347,1.8487707,0.40764385,0.0,0.2908575,0.0,1.048213,0.5649117,1.2979014,0.39304858,1.1871498,0.0,0.5692866,0.98227787,1.8222318,1.2734926,0.8788596,1.8507688,0.0,0.35692668,1.6712626,0.12396623
TCGA-AO-A03L,0.0,0.8003733,0.7838923,0.0,0.0,0.0,1.4035597,0.0,0.0,0.0,1.1606914,0.0,0.52114534,2.4757342,0.0,0.49869004,0.0,0.0,2.285186,0.0,4.6182194,0.0,0.0,0.0,1.9990921,0.0,0.0,0.19442505,0.0,0.0,0.0,0.0,1.3408768,0.0,0.0,2.0817451,3.4745505,0.0,0.26655045,0.0,0.38683453,0.0,0.0,0.38239917,0.0,0.0,0.0,1.1243598,1.6668087,2.1288939,0.0,2.1745734,0.0,0.0,1.7365218,0.8095205,1.7839488,0.0,0.9311007,4.481196,0.0,0.5379902,1.4385897,0.0
TCGA-AO-A03O,0.0,0.0,4.2015386,2.7817311,2.215926,0.0,1.426049,0.0,0.0,0.21739215,3.0639787,0.6272262,0.0,0.49973333,0.0,2.840684,0.0,0.0,0.0,0.079690345,0.0,1.3742869,1.0419502,0.0,1.13505,0.3591627,0.0,1.8550254,0.15296118,0.0,3.282513,0.0,0.0,1.55106,0.0,1.5207552,2.7722816,0.0,0.26444033,0.0,0.39607555,0.0,1.5296652,3.1586394,0.0,0.0,0.0,0.0,2.0102174,0.8375269,2.814501,3.3218777,0.0,0.0,1.220317,0.0,0.0,0.0,0.28860745,1.0331588,0.0,4.5835795,0.0,0.0
TCGA-AO-A03P,0.18932228,1.8720465,2.3391964,2.624518,1.8974816,1.2661178,0.79966986,0.013567966,0.0,1.4995826,0.0,3.0998063,1.551698,0.0,0.0,0.0,0.0,0.035598382,0.0,0.48176566,0.3801297,1.454796,0.0,0.23328558,2.1636972,0.5977081,0.0,0.0,1.8900735,0.0,0.0,1.2485759,3.0282845,2.4142764,0.0,2.0474474,1.8250841,0.0,0.48653588,1.6700581,0.17915367,0.0,1.5496619,2.698142,0.17984046,0.0,0.0,2.5561588,2.3237083,0.0,0.0,0.56809556,0.0,1.3084412,0.0,0.0,1.2926362,0.0,0.0,2.7895575,0.0,3.645045,0.0,1.0232875
TCGA-AO-A03R,0.8175823,0.22546485,0.0,1.9628026,3.9756947,0.0,1.4696496,0.0,0.0,0.17695403,0.0,3.3824534,1.4831982,1.4988096,0.77314967,1.3528323,0.0,0.0,0.0,0.0,0.30843288,3.4290442,0.0,1.4898633,0.0,0.29247886,0.0,1.1317313,0.30302805,0.0,0.0,0.0,1.2091858,3.3580697,0.0,0.75810885,0.92799085,0.0,1.4093976,0.5860511,0.0,0.9322047,0.70279217,2.5004776,0.47631335,0.33924535,0.15873371,2.9740853,2.5549655,0.13817456,0.7647761,0.0,0.0,0.0,0.0,1.1601195,0.48821044,0.61000717,2.8089392,4.452006,0.0,1.9966007,0.6061478,0.18036783
TCGA-AO-A03T,0.0,0.0,0.0,2.664426,0.7742599,2.8736756,1.8164932,0.798783,1.0232918,0.12104063,0.0,2.429074,1.0162488,1.994188,1.6024616,0.0,0.0,0.073740736,0.18665427,0.0,0.12185676,1.0147287,0.0,0.22589284,1.4989957,1.0033188,0.0,0.9047474,2.0121658,0.0,0.0,1.0112245,3.3838413,2.1416016,1.3390074,1.0242904,0.0,0.0,0.0,0.0,0.24377736,0.0,0.15918414,2.046253,0.0,0.3150257,1.7178842,3.3193233,1.1977136,0.0,0.0,0.0,0.0,0.073007606,0.0,0.71755224,1.8166791,4.6625957,0.0,3.0994108,0.0,3.4958463,0.96558726,0.43480027
